index,Date,Open,High,Low,Close,Adj Close,Percent Change,Index
30,2000-10-19,14901.110352000002,15027.129883,14707.879883,14811.080078,14811.080078,-0.4128456657111146,Nikkei 225
31,2000-10-20,10141.129883,10229.549805,10067.509766,10226.589844,10226.589844,0.8243077590017522,Dow Jones Industrial
32,2000-10-20,1038.22998,1038.22998,1038.22998,1038.22998,1038.22998,1.2600989219398784,Euronext100
33,2000-10-20,14822.429688,15105.450195,14822.429688,15044.530272999998,15044.530272999998,4.312774482038573,Hang Seng
34,2000-10-20,14842.80957,15314.969727000002,14842.80957,15198.730469,15198.730469,2.6172999467865,Nikkei 225
35,2000-10-23,10230.290039,10361.25,10216.230469,10271.719727,10271.719727,0.441299433031217,Dow Jones Industrial
36,2000-10-23,1045.369995,1045.369995,1045.369995,1045.369995,1045.369995,0.6877103471814472,Euronext100
37,2000-10-23,15038.25,15161.030272999998,14864.830078,15102.360352000002,15102.360352000002,0.384392719151827,Hang Seng
38,2000-10-23,15197.929688,15224.80957,15035.240234,15097.959961000002,15097.959961000002,-0.6630192449661121,Nikkei 225
39,2000-10-24,10273.570313,10439.30957,10273.570313,10393.070313,10393.070313,1.181404762057725,Dow Jones Industrial
40,2000-10-24,1066.640015,1066.640015,1066.640015,1066.640015,1066.640015,2.034688206255608,Euronext100
41,2000-10-24,15125.830078,15209.339844,14885.650391,14925.929688,14925.929688,-1.168232381480927,Hang Seng
42,2000-10-24,15100.080078,15229.459961000002,15066.599609,15148.19043,15148.19043,0.3326970605946,Nikkei 225
43,2000-10-25,10395.660156,10461.969727,10306.589844,10326.480469,10326.480469,-0.6407138794847445,Dow Jones Industrial
44,2000-10-25,1057.01001,1057.01001,1057.01001,1057.01001,1057.01001,-0.9028355269420474,Euronext100
45,2000-10-25,14987.360352000002,15152.580078,14980.040038999998,15061.139647999998,15061.139647999998,0.9058729528164776,Hang Seng
46,2000-10-25,15108.459961000002,15108.459961000002,14840.469727000002,14840.469727000002,14840.469727000002,-2.031402393718118,Nikkei 225
47,2000-10-26,10326.480469,10454.849609,10265.05957,10380.120117,10380.120117,0.5194378487523021,Dow Jones Industrial
48,2000-10-26,1049.050049,1049.050049,1049.050049,1049.050049,1049.050049,-0.7530639184769927,Euronext100
49,2000-10-26,14904.290038999998,15166.219727000002,14764.5,14996.240234,14996.240234,-0.4309063956432823,Hang Seng
50,2000-10-26,14787.379883,14858.429688,14577.200195,14858.429688,14858.429688,0.1210201653342846,Nikkei 225
51,2000-10-27,10381.599609,10590.620117,10380.860352,10590.620117,10590.620117,2.0279148760066423,Dow Jones Industrial
52,2000-10-27,1058.430054,1058.430054,1058.430054,1058.430054,1058.430054,0.8941427540984703,Euronext100
53,2000-10-27,15065.089844,15182.629883,14820.990234,14902.459961000002,14902.459961000002,-0.6253585667918005,Hang Seng
54,2000-10-27,14852.790038999998,14989.410156,14582.200195,14582.200195,14582.200195,-1.8590759508260168,Nikkei 225
55,2000-10-30,10588.05957,10869.519531,10578.490234,10835.769531,10835.769531,2.314778655939964,Dow Jones Industrial
56,2000-10-30,1061.339966,1061.339966,1061.339966,1061.339966,1061.339966,0.2749271894730398,Euronext100
57,2000-10-30,14936.19043,14958.969727000002,14763.679688,14799.900391,14799.900391,-0.6882056403332282,Hang Seng
58,2000-10-30,14607.019531,14715.660156,14425.219727000002,14464.55957,14464.55957,-0.8067412559617515,Nikkei 225
59,2000-10-31,10835.389648,10995.410156,10812.259766,10971.139648,10971.139648,1.2492893708445862,Dow Jones Industrial
60,2000-10-31,1075.25,1075.25,1075.25,1075.25,1075.25,1.3106105909140853,Euronext100
61,2000-10-31,14791.419922,15090.599609,14729.209961000002,14895.339844,14895.339844,0.6448655090816713,Hang Seng
62,2000-10-31,14475.980469,14566.049805,14333.160156,14539.599609,14539.599609,0.5187855090702964,Nikkei 225
63,2000-11-01,10966.209961,10993.509766,10838.040039,10899.469727,10899.469727,-0.6532586704706245,Dow Jones Industrial
64,2000-11-01,1078.400024,1078.400024,1078.400024,1078.400024,1078.400024,0.292957358753787,Euronext100
65,2000-11-01,14943.429688,15387.080078,14942.610352000002,15349.009766,15349.009766,3.0457171622219947,Hang Seng
66,2000-11-01,14557.450195,14888.030272999998,14557.450195,14872.389647999998,14872.389647999998,2.288852842921485,Nikkei 225
67,2000-11-02,10903.169922,10946.490234,10869.900391,10880.509766,10880.509766,-0.1739530589550897,Dow Jones Industrial
68,2000-11-02,1075.689941,1075.689941,1075.689941,1075.689941,1075.689941,-0.2513059105792359,Euronext100
69,2000-11-02,15292.589844,15524.030272999998,15223.990234,15291.540038999998,15291.540038999998,-0.3744197695886853,Hang Seng
70,2000-11-02,14857.360352000002,14961.69043,14767.959961000002,14837.780272999998,14837.780272999998,-0.2327089043464791,Nikkei 225
74,2000-11-06,10820.599609,11006.5,10809.980469,10977.209961,10977.209961,1.4721806176701602,Dow Jones Industrial
75,2000-11-06,1074.640015,1074.640015,1074.640015,1074.640015,1074.640015,-0.2515395238659179,Euronext100
76,2000-11-06,15625.429688,15779.730469,15593.040038999998,15671.150391,15671.150391,0.4939699926770791,Hang Seng
77,2000-11-06,14904.290038999998,15371.44043,14887.360352000002,15371.44043,15371.44043,3.596630676430035,Nikkei 225
78,2000-11-07,10978.719727,10996.549805,10926.019531,10952.179688,10952.179688,-0.2280203538870817,Dow Jones Industrial
79,2000-11-07,1077.079956,1077.079956,1077.079956,1077.079956,1077.079956,0.2270472870861795,Euronext100
80,2000-11-07,15691.759766,15837.620117,15531.299805,15820.790038999998,15820.790038999998,0.9548734092038158,Hang Seng
81,2000-11-07,15356.94043,15422.150391,15259.780272999998,15340.330078,15340.330078,-0.2023906096612959,Nikkei 225
82,2000-11-08,10954.339844,11002.230469,10903.269531,10907.05957,10907.05957,-0.4119738653433291,Dow Jones Industrial
83,2000-11-08,1072.02002,1072.02002,1072.02002,1072.02002,1072.02002,-0.4697827651339303,Euronext100
84,2000-11-08,15779.570313,16023.410156,15631.139647999998,15654.129883,15654.129883,-1.0534249907189208,Hang Seng
85,2000-11-08,15256.160156,15602.389647999998,15219.110352000002,15399.639647999998,15399.639647999998,0.3866251227869988,Nikkei 225
86,2000-11-09,10902.110352,10902.110352,10618.490234,10834.25,10834.25,-0.6675453593401381,Dow Jones Industrial
87,2000-11-09,1061.319946,1061.319946,1061.319946,1061.319946,1061.319946,-0.9981225910314472,Euronext100
88,2000-11-09,15473.580078,15623.780272999998,15404.580078,15504.799805,15504.799805,-0.9539340679814434,Hang Seng
89,2000-11-09,15270.160156,15270.160156,14997.910156,15060.049805,15060.049805,-2.2051804507263406,Nikkei 225
90,2000-11-10,10813.780273,10813.780273,10602.570313,10602.950195,10602.950195,-2.134894478159544,Dow Jones Industrial
91,2000-11-10,1044.420044,1044.420044,1044.420044,1044.420044,1044.420044,-1.5923475351324543,Euronext100
92,2000-11-10,15458.419922,15544.830078,15324.129883,15389.389647999998,15389.389647999998,-0.744351158683032,Hang Seng
93,2000-11-10,14952.179688,15015.19043,14873.519531,14988.540038999998,14988.540038999998,-0.4748308732436035,Nikkei 225
94,2000-11-13,10595.349609,10595.730469,10369.740234,10517.25,10517.25,-0.8082674484353736,Dow Jones Industrial
95,2000-11-13,1025.609985,1025.609985,1025.609985,1025.609985,1025.609985,-1.8010051710573904,Euronext100
96,2000-11-13,15078.75,15078.75,14802.480469,14815.69043,14815.69043,-3.7278880522370494,Hang Seng
97,2000-11-13,14824.709961000002,14824.709961000002,14461.160156,14664.639647999998,14664.639647999998,-2.160986928394726,Nikkei 225
98,2000-11-14,10528.25,10728.360352,10528.25,10681.05957,10681.05957,1.5575323397275742,Dow Jones Industrial
99,2000-11-14,1053.849976,1053.849976,1053.849976,1053.849976,1053.849976,2.7534824556139537,Euronext100
100,2000-11-14,14827.200195,15186.259766,14825.990234,15177.519531,15177.519531,2.442202087776746,Hang Seng
101,2000-11-14,14680.540038999998,14685.019531,14549.730469,14660.040038999998,14660.040038999998,-0.0313653053222395,Nikkei 225
102,2000-11-15,10681.209961,10799.370117,10635.94043,10707.599609,10707.599609,0.2484775861988808,Dow Jones Industrial
103,2000-11-15,1064.420044,1064.420044,1064.420044,1064.420044,1064.420044,1.0029955155590464,Euronext100
104,2000-11-15,15368.849609,15473.759766,15084.660156,15127.400391,15127.400391,-0.3302195717662104,Hang Seng
105,2000-11-15,14812.389647999998,14958.330078,14769.259766,14799.139647999998,14799.139647999998,0.948835123437286,Nikkei 225
106,2000-11-16,10705.330078,10757.660156,10639.349609,10656.030273,10656.030273,-0.4816143475952827,Dow Jones Industrial
107,2000-11-16,1060.689941,1060.689941,1060.689941,1060.689941,1060.689941,-0.3504352460314885,Euronext100
108,2000-11-16,15132.570313,15319.209961000002,15087.480469,15298.349609,15298.349609,1.1300634185746006,Hang Seng
109,2000-11-16,14852.240234,14857.480469,14551.660156,14587.030272999998,14587.030272999998,-1.4332547705140808,Nikkei 225
110,2000-11-17,10657.129883,10762.589844,10565.790039,10629.870117,10629.870117,-0.2454962620206169,Dow Jones Industrial
111,2000-11-17,1048.949951,1048.949951,1048.949951,1048.949951,1048.949951,-1.1068258070715542,Euronext100
112,2000-11-17,15192.629883,15218.019531,15057.419922,15180.849609,15180.849609,-0.7680567054819787,Hang Seng
113,2000-11-17,14510.219727000002,14601.169922,14420.360352000002,14544.299805,14544.299805,-0.2929346631924789,Nikkei 225
114,2000-11-20,10624.179688,10624.280273,10449.280273,10462.650391,10462.650391,-1.5731116576163218,Dow Jones Industrial
115,2000-11-20,1027.530029,1027.530029,1027.530029,1027.530029,1027.530029,-2.042034701424955,Euronext100
116,2000-11-20,15154.040038999998,15379.389647999998,15140.009766,15346.660156,15346.660156,1.092234962275751,Hang Seng
117,2000-11-20,14510.389647999998,14577.730469,14450.629883,14531.650391,14531.650391,-0.0869716257887676,Nikkei 225
118,2000-11-21,10465.570313,10569.009766,10415.25,10494.5,10494.5,0.304412436712953,Dow Jones Industrial
119,2000-11-21,1034.650024,1034.650024,1034.650024,1034.650024,1034.650024,0.6929233014172143,Euronext100
120,2000-11-21,15185.900391,15212.799805,15013.820313,15188.299805,15188.299805,-1.0318880420251308,Hang Seng
121,2000-11-21,14413.129883,14414.589844,14211.030272999998,14408.459961000002,14408.459961000002,-0.8477387405101178,Nikkei 225
122,2000-11-22,10484.259766,10493.269531,10371.639648,10399.320313,10399.320313,-0.9069482776692506,Dow Jones Industrial
123,2000-11-22,1012.429993,1012.429993,1012.429993,1012.429993,1012.429993,-2.147589086606938,Euronext100
124,2000-11-22,15168.80957,15246.610352000002,14730.429688,14772.509766,14772.509766,-2.7375680249814627,Hang Seng
125,2000-11-22,14420.040038999998,14464.0,14172.639647999998,14301.30957,14301.30957,-0.7436630374795916,Nikkei 225
128,2000-11-24,10403.870117,10508.150391,10397.049805,10470.230469,10470.230469,0.6818729865581297,Dow Jones Industrial
129,2000-11-24,1034.670044,1034.670044,1034.670044,1034.670044,1034.670044,1.1852776042475366,Euronext100
130,2000-11-24,14585.19043,14647.610352000002,14353.980469,14376.900391,14376.900391,-1.2813489193083003,Hang Seng
131,2000-11-24,14247.30957,14430.110352000002,14229.650391,14315.349609,14315.349609,0.0981731003813379,Nikkei 225
132,2000-11-27,10479.330078,10626.839844,10479.330078,10546.070313,10546.070313,0.7243378665306777,Dow Jones Industrial
133,2000-11-27,1041.709961,1041.709961,1041.709961,1041.709961,1041.709961,0.6804021282750261,Euronext100
134,2000-11-27,14491.370117,14669.25,14354.620117,14602.759766,14602.759766,1.5709879658162509,Hang Seng
135,2000-11-27,14422.25,14746.879883,14412.429688,14720.389647999998,14720.389647999998,2.8294107378652456,Nikkei 225
136,2000-11-28,10537.860352,10613.94043,10489.570313,10507.580078,10507.580078,-0.3649722963875224,Dow Jones Industrial
137,2000-11-28,1027.97998,1027.97998,1027.97998,1027.97998,1027.97998,-1.318023395573531,Euronext100
138,2000-11-28,14550.280272999998,14691.070313,14492.589844,14566.219727000002,14566.219727000002,-0.2502269405614377,Hang Seng
139,2000-11-28,14664.879883,14788.410156,14573.269531,14658.870117,14658.870117,-0.4179205338383007,Nikkei 225
140,2000-11-29,10502.740234,10646.169922,10480.830078,10629.110352,10629.110352,1.1565962200416724,Dow Jones Industrial
141,2000-11-29,1025.670044,1025.670044,1025.670044,1025.670044,1025.670044,-0.2247063216153422,Euronext100
142,2000-11-29,14336.830078,14353.919922,14133.849609,14169.05957,14169.05957,-2.726583591649556,Hang Seng
143,2000-11-29,14606.360352000002,14606.360352000002,14438.55957,14507.639647999998,14507.639647999998,-1.031665249729019,Nikkei 225
144,2000-11-30,10610.530273,10610.530273,10292.389648,10414.490234,10414.490234,-2.019172921274781,Dow Jones Industrial
145,2000-11-30,1004.349976,1004.349976,1004.349976,1004.349976,1004.349976,-2.0786478190251256,Euronext100
146,2000-11-30,14130.480469,14289.120117,13894.19043,13984.389647999998,13984.389647999998,-1.3033322436656336,Hang Seng
147,2000-11-30,14449.740234,14683.5,14385.160156,14648.509766,14648.509766,0.9710064587896028,Nikkei 225
148,2000-12-01,10416.759766,10524.450195,10348.700195,10373.540039,10373.540039,-0.3932040270805736,Dow Jones Industrial
149,2000-12-01,1009.0,1009.0,1009.0,1009.0,1009.0,0.4629884115216143,Euronext100
150,2000-12-01,14026.209961000002,14522.389647999998,13920.110352000002,14441.429688,14441.429688,3.268215857138723,Hang Seng
151,2000-12-01,14600.530272999998,14984.370117,14596.389647999998,14835.330078,14835.330078,1.2753537048090902,Nikkei 225
152,2000-12-04,10377.330078,10604.459961,10319.30957,10560.950195,10560.950195,1.8066171749992588,Dow Jones Industrial
153,2000-12-04,988.900024,988.900024,988.900024,988.900024,988.900024,-1.9920689791873116,Euronext100
154,2000-12-04,14470.490234,14632.070313,14403.379883,14559.240234,14559.240234,0.8157817373019238,Hang Seng
155,2000-12-04,14922.669922,15067.19043,14899.089844,14954.730469,14954.730469,0.8048381153114015,Nikkei 225
156,2000-12-05,10576.780273,10917.299805,10576.780273,10898.719727,10898.719727,3.1982873298646464,Dow Jones Industrial
157,2000-12-05,1017.190002,1017.190002,1017.190002,1017.190002,1017.190002,2.860752079423534,Euronext100
158,2000-12-05,14602.25,14701.980469,14507.5,14573.209961000002,14573.209961000002,0.0959509340836328,Hang Seng
159,2000-12-05,15068.969727000002,15068.969727000002,14695.049805,14695.049805,14695.049805,-1.736444963272976,Nikkei 225
160,2000-12-06,10896.139648,10896.139648,10620.860352,10664.379883,10664.379883,-2.1501593753205483,Dow Jones Industrial
161,2000-12-06,1013.549988,1013.549988,1013.549988,1013.549988,1013.549988,-0.3578499584977135,Euronext100
162,2000-12-06,14914.540038999998,15178.269531,14914.540038999998,15098.950195,15098.950195,3.6075801790199424,Hang Seng
163,2000-12-06,14842.950195,15109.639647999998,14842.950195,14889.370117,14889.370117,1.3223521837529395,Nikkei 225
164,2000-12-07,10644.660156,10689.019531,10583.230469,10617.360352,10617.360352,-0.4409026264616922,Dow Jones Industrial
165,2000-12-07,1011.450012,1011.450012,1011.450012,1011.450012,1011.450012,-0.2071901756068306,Euronext100
166,2000-12-07,14982.919922,15032.269531,14839.379883,15011.519531,15011.519531,-0.5790512775447954,Hang Seng
167,2000-12-07,14825.620117,14834.419922,14720.360352000002,14720.360352000002,14720.360352000002,-1.1351035246751628,Nikkei 225
168,2000-12-08,10632.139648,10803.540039,10631.860352,10712.910156,10712.910156,0.899939352458734,Dow Jones Industrial
169,2000-12-08,1007.5,1007.5,1007.5,1007.5,1007.5,-0.39052963103825,Euronext100
170,2000-12-08,15008.799805,15281.80957,14968.639647999998,15189.330078,15189.330078,1.1844939923157494,Hang Seng
171,2000-12-08,14663.860352000002,14769.44043,14622.830078,14696.509766,14696.509766,-0.1620244710705209,Nikkei 225
172,2000-12-11,10719.360352,10792.160156,10670.05957,10725.799805,10725.799805,0.1203188378536168,Dow Jones Industrial
173,2000-12-11,1024.829956,1024.829956,1024.829956,1024.829956,1024.829956,1.7200948883374645,Euronext100
174,2000-12-11,15274.070313,15438.889647999998,15193.490234,15408.540038999998,15408.540038999998,1.443183865742026,Hang Seng
175,2000-12-11,14775.929688,15051.339844,14775.929688,15015.700195,15015.700195,2.171879133768484,Nikkei 225
176,2000-12-12,10725.799805,10856.25,10703.80957,10768.269531,10768.269531,0.3959585930384479,Dow Jones Industrial
177,2000-12-12,1020.130005,1020.130005,1020.130005,1020.130005,1020.130005,-0.458607886360407,Euronext100
178,2000-12-12,15498.450195,15548.259766,15319.839844,15329.599609,15329.599609,-0.5123160909482283,Hang Seng
179,2000-12-12,15097.290038999998,15270.889647999998,15071.700195,15114.639647999998,15114.639647999998,0.6589066890996254,Nikkei 225
180,2000-12-13,10777.950195,10915.400391,10772.540039,10794.44043,10794.44043,0.2430371836873002,Dow Jones Industrial
181,2000-12-13,1008.619995,1008.619995,1008.619995,1008.619995,1008.619995,-1.1282885459290235,Euronext100
182,2000-12-13,14986.080078,15637.780272999998,14986.080078,15621.730469,15621.730469,1.905665297536463,Hang Seng
183,2000-12-13,15086.25,15273.400391,14989.849609,15168.679688,15168.679688,0.357534425289141,Nikkei 225
184,2000-12-14,10794.820313,10798.990234,10615.839844,10674.990234,10674.990234,-1.106589978189354,Dow Jones Industrial
185,2000-12-14,994.789978,994.789978,994.789978,994.789978,994.789978,-1.371182117007308,Euronext100
186,2000-12-14,15543.849609,15597.629883,15441.580078,15496.990234,15496.990234,-0.7985045910729016,Hang Seng
187,2000-12-14,15097.0,15117.69043,14883.349609,14927.19043,14927.19043,-1.5920255616646894,Nikkei 225
188,2000-12-15,10647.980469,10653.379883,10434.589844,10434.959961,10434.959961,-2.2485292046029226,Dow Jones Industrial
189,2000-12-15,980.590027,980.590027,980.590027,980.590027,980.590027,-1.4274320523964823,Euronext100
190,2000-12-15,15290.599609,15290.599609,14914.049805,14975.530272999998,14975.530272999998,-3.364911206151066,Hang Seng
191,2000-12-15,14832.389647999998,14832.389647999998,14552.290038999998,14552.290038999998,14552.290038999998,-2.5115268191832296,Nikkei 225
192,2000-12-18,10433.339844,10679.919922,10433.339844,10645.419922,10645.419922,2.016873680268816,Dow Jones Industrial
193,2000-12-18,988.869995,988.869995,988.869995,988.869995,988.869995,0.8443863155871201,Euronext100
194,2000-12-18,14901.429688,15039.459961000002,14766.849609,15024.530272999998,15024.530272999998,0.3272004336857703,Hang Seng
195,2000-12-18,14462.349609,14566.209961000002,14384.599609,14483.900391,14483.900391,-0.4699579778626894,Nikkei 225
196,2000-12-19,10643.139648,10784.580078,10582.849609,10584.370117,10584.370117,-0.573484234979138,Dow Jones Industrial
197,2000-12-19,1000.450012,1000.450012,1000.450012,1000.450012,1000.450012,1.1710353290677045,Euronext100
198,2000-12-19,15074.360352000002,15192.219727000002,15014.769531,15188.040038999998,15188.040038999998,1.0882853775058487,Hang Seng
199,2000-12-19,14461.639647999998,14461.639647999998,14132.370117,14132.370117,14132.370117,-2.4270415047761174,Nikkei 225
200,2000-12-20,10580.969727,10580.969727,10318.929688,10318.929688,10318.929688,-2.507852862908344,Dow Jones Industrial
201,2000-12-20,972.52002,972.52002,972.52002,972.52002,972.52002,-2.791742882202086,Euronext100
202,2000-12-20,15048.509766,15048.509766,14839.490234,14930.719727000002,14930.719727000002,-1.694229876529474,Hang Seng
203,2000-12-20,14052.620117,14082.639647999998,13801.980469,13914.429688,13914.429688,-1.5421364370993618,Nikkei 225
204,2000-12-21,10314.379883,10520.469727,10299.209961,10487.290039,10487.290039,1.631567963834346,Dow Jones Industrial
205,2000-12-21,970.460022,970.460022,970.460022,970.460022,970.460022,-0.2118206265820488,Euronext100
206,2000-12-21,14775.969727000002,14775.969727000002,14476.790038999998,14659.320313,14659.320313,-1.817724925270792,Hang Seng
207,2000-12-21,13768.030272999998,13780.709961000002,13182.509766,13423.209961000002,13423.209961000002,-3.530290051511298,Nikkei 225
208,2000-12-22,10495.259766,10640.870117,10475.349609,10635.55957,10635.55957,1.4138021400058376,Dow Jones Industrial
209,2000-12-22,975.590027,975.590027,975.590027,975.590027,975.590027,0.5286157990751272,Euronext100
210,2000-12-22,14730.509766,14851.860352000002,14707.75,14738.209961000002,14738.209961000002,0.5381535181412378,Hang Seng
211,2000-12-22,13469.990234,13517.230469,13338.110352,13427.080078,13427.080078,0.0288315314387777,Nikkei 225
215,2000-12-27,10690.099609,10828.94043,10645.040039,10803.160156,10803.160156,1.035495373809625,Dow Jones Industrial
216,2000-12-27,988.289978,988.289978,988.289978,988.289978,988.289978,1.3017713023423472,Euronext100
217,2000-12-27,14811.950195,14941.230469,14727.450195,14748.360352000002,14748.360352000002,0.0688712606677466,Hang Seng
218,2000-12-27,13935.259766,13981.490234,13797.740234,13981.490234,13981.490234,-0.1881757424284758,Nikkei 225
219,2000-12-28,10795.200195,10901.370117,10774.719727,10868.759766,10868.759766,0.607226117661197,Dow Jones Industrial
220,2000-12-28,997.960022,997.960022,997.960022,997.960022,997.960022,0.9784622140527556,Euronext100
221,2000-12-28,14785.150391,14900.139647999998,14737.950195,14796.549805,14796.549805,0.3267444776901218,Hang Seng
222,2000-12-28,13966.950195,13990.269531,13866.179688,13946.959961000002,13946.959961000002,-0.2469713344005919,Nikkei 225
223,2000-12-29,10868.759766,10917.679688,10758.320313,10787.990234,10787.990234,-0.7431347618213513,Dow Jones Industrial
224,2000-12-29,997.25,997.25,997.25,997.25,997.25,-0.0711473390063388,Euronext100
225,2000-12-29,14864.040038999998,15154.919922,14785.009766,15095.530272999998,15095.530272999998,2.02060934434165,Hang Seng
226,2000-12-29,13899.490234,13966.820313,13781.120117,13785.69043,13785.69043,-1.1563059724195135,Nikkei 225
233,2001-01-04,10944.94043,11028.0,10888.419922,10912.410156,10912.410156,-0.3045916817029481,Dow Jones Industrial
234,2001-01-04,983.440002,983.440002,983.440002,983.440002,983.440002,1.8190861183134728,Euronext100
235,2001-01-04,15060.599609,15312.610352000002,15060.599609,15235.030272999998,15235.030272999998,4.424049160765686,Hang Seng
236,2001-01-04,13898.089844,13990.570313,13667.679688,13691.490234,13691.490234,-0.6833186663977586,Nikkei 225
237,2001-01-05,10912.80957,10919.419922,10627.75,10662.009766,10662.009766,-2.294638731685894,Dow Jones Industrial
238,2001-01-05,976.039978,976.039978,976.039978,976.039978,976.039978,-0.7524631889033184,Euronext100
239,2001-01-05,15354.160156,15494.55957,15275.900391,15447.610352000002,15447.610352000002,1.3953374242829275,Hang Seng
240,2001-01-05,13763.219727000002,13947.05957,13725.459961000002,13867.610352000002,13867.610352000002,1.286347322241399,Nikkei 225
244,2001-01-09,10625.209961,10680.719727,10531.070313,10572.549805,10572.549805,-0.4594501244799431,Dow Jones Industrial
245,2001-01-09,963.159973,963.159973,963.159973,963.159973,963.159973,-0.775739832952349,Euronext100
246,2001-01-09,15438.299805,15555.969727000002,15336.620117,15500.589844,15500.589844,0.4149868517541621,Hang Seng
247,2001-01-09,13732.849609,13732.849609,13460.820313,13610.509766,13610.509766,-1.8539645942887597,Nikkei 225
248,2001-01-10,10568.480469,10611.589844,10472.509766,10604.269531,10604.269531,0.3000196412884071,Dow Jones Industrial
249,2001-01-10,960.409973,960.409973,960.409973,960.409973,960.409973,-0.2855185096027668,Euronext100
250,2001-01-10,15395.969727000002,15539.299805,15327.700195,15435.790038999998,15435.790038999998,-0.4180473495018932,Hang Seng
251,2001-01-10,13593.160156,13593.160156,13349.150391,13432.650391,13432.650391,-1.306779672898839,Nikkei 225
252,2001-01-11,10600.200195,10638.019531,10552.620117,10609.549805,10609.549805,0.0497938493977834,Dow Jones Industrial
253,2001-01-11,970.169983,970.169983,970.169983,970.169983,970.169983,1.0162337204301377,Euronext100
254,2001-01-11,15441.299805,15481.759766,15060.80957,15090.769531,15090.769531,-2.2351982446526586,Hang Seng
255,2001-01-11,13433.089844,13436.610352000002,13123.80957,13201.070313,13201.070313,-1.7240088237177709,Nikkei 225
256,2001-01-12,10608.740234,10623.889648,10468.040039,10525.379883,10525.379883,-0.7933411270696356,Dow Jones Industrial
257,2001-01-12,986.059998,986.059998,986.059998,986.059998,986.059998,1.6378588575647557,Euronext100
258,2001-01-12,15157.370117,15330.150391,15157.370117,15295.419922,15295.419922,1.3561295902080994,Hang Seng
259,2001-01-12,13246.200195,13451.950195,13246.200195,13347.740234,13347.740234,1.1110456767703392,Nikkei 225
263,2001-01-16,10525.780273,10664.049805,10486.639648,10652.660156,10652.660156,1.2092701110539172,Dow Jones Industrial
264,2001-01-16,974.929993,974.929993,974.929993,974.929993,974.929993,-1.2929046112029383,Euronext100
265,2001-01-16,15290.700195,15430.950195,15241.900391,15363.150391,15363.150391,0.4537185496679807,Hang Seng
