Date,Open,High,Low,Close,Adj Close,Volume,Percent Change,Index
2000-10-10,10569.169922,10623.549805,10488.889648,10524.400391,10524.400391,212070000.0,-0.4166115335941911,Dow Jones Industrial
2000-10-10,1036.5,1036.5,1036.5,1036.5,1036.5,0.0,0.40880099211917376,Euronext100
2000-10-10,15739.389647999998,15739.389647999998,15434.740234,15554.110352000002,15554.110352000002,0.0,-0.8881998789307621,Hang Seng
2000-10-11,10521.070313,10566.580078,10350.889648,10413.790039,10413.790039,324520000.0,-1.050989585065476,Dow Jones Industrial
2000-10-11,1009.48999,1009.48999,1009.48999,1009.48999,1009.48999,0.0,-2.605886155330439,Euronext100
2000-10-11,15376.620116999999,15376.620116999999,15073.950195,15127.0,15127.0,0.0,-2.7459645221372786,Hang Seng
2000-10-11,15795.150391,15795.150391,15424.709961000002,15513.570313,15513.570313,0.0,-1.9848052620246026,Nikkei 225
2000-10-12,10424.139648,10460.400391,10023.490234,10034.580078,10034.580078,367130000.0,-3.641421226852515,Dow Jones Industrial
2000-10-12,1015.7800289999999,1015.7800289999999,1015.7800289999999,1015.7800289999999,1015.7800289999999,0.0,0.6230907747782455,Euronext100
2000-10-12,15071.919922,15244.650391,14883.320313,15074.799805,15074.799805,0.0,-0.34507962583459895,Hang Seng
2000-10-12,15491.799805,15580.320313,15392.740234,15550.639647999998,15550.639647999998,0.0,0.23894780022968298,Nikkei 225
2000-10-13,10031.620117,10208.089844,10014.240234,10192.179688,10192.179688,300410000.0,1.570565073724639,Dow Jones Industrial
2000-10-13,1022.4699710000001,1022.4699710000001,1022.4699710000001,1022.4699710000001,1022.4699710000001,0.0,0.6586014500192805,Euronext100
2000-10-13,14679.990234,14786.040038999998,14494.379883000001,14680.5,14680.5,0.0,-2.615622164807918,Hang Seng
2000-10-13,15516.150391,15516.150391,15101.639647999998,15330.30957,15330.30957,0.0,-1.41685540265436,Nikkei 225
2000-10-16,10184.780273,10272.089844,10177.759766,10238.799805,10238.799805,270220000.0,0.45741066609028547,Dow Jones Industrial
2000-10-16,1026.880005,1026.880005,1026.880005,1026.880005,1026.880005,0.0,0.43131183556293085,Euronext100
2000-10-16,15185.679688,15284.650391,14956.879883000001,14973.400391,14973.400391,0.0,1.9951663158611632,Hang Seng
2000-10-16,15366.80957,15688.169922,15366.80957,15512.320313,15512.320313,0.0,1.1872607149185033,Nikkei 225
2000-10-17,10242.870117,10293.919922,10026.450195,10089.709961,10089.709961,253140000.0,-1.4561261753276322,Dow Jones Industrial
2000-10-17,1021.4600220000001,1021.4600220000001,1021.4600220000001,1021.4600220000001,1021.4600220000001,0.0,-0.5278107445474967,Euronext100
2000-10-17,15081.759766,15134.530272999998,14794.80957,14873.429688,14873.429688,0.0,-0.6676553113485695,Hang Seng
2000-10-17,15526.990234,15545.05957,15340.219727000002,15340.219727000002,15340.219727000002,0.0,-1.1094445094443461,Nikkei 225
2000-10-18,10085.990234,10085.990234,9654.639648,9975.019531,9975.019531,372410000.0,-1.136706906772511,Dow Jones Industrial
2000-10-18,1003.8599849999999,1003.8599849999999,1003.8599849999999,1003.8599849999999,1003.8599849999999,0.0,-1.723027492112672,Euronext100
2000-10-18,14751.94043,14751.94043,14356.05957,14458.519531,14458.519531,0.0,-2.7896064707573998,Hang Seng
2000-10-18,15324.349609,15324.349609,14832.969727000002,14872.480469,14872.480469,0.0,-3.0491040306074857,Nikkei 225
2000-10-19,10014.610352,10142.980469,10014.610352,10142.980469,10142.980469,343710000.0,1.6838156304157303,Dow Jones Industrial
2000-10-19,1025.310059,1025.310059,1025.310059,1025.310059,1025.310059,0.0,2.1367595402261186,Euronext100
2000-10-19,14352.419922,14422.519531,14107.740234,14422.519531,14422.519531,0.0,-0.24898814794152013,Hang Seng
2000-10-19,14901.110352000002,15027.129883000001,14707.879883000001,14811.080078,14811.080078,0.0,-0.4128456657111146,Nikkei 225
2000-10-20,10141.129883,10229.549805,10067.509766,10226.589844,10226.589844,319750000.0,0.8243077590017522,Dow Jones Industrial
2000-10-20,1038.22998,1038.22998,1038.22998,1038.22998,1038.22998,0.0,1.2600989219398784,Euronext100
2000-10-20,14822.429688,15105.450195,14822.429688,15044.530272999998,15044.530272999998,0.0,4.312774482038573,Hang Seng
2000-10-20,14842.80957,15314.969727000002,14842.80957,15198.730469,15198.730469,0.0,2.6172999467865,Nikkei 225
2000-10-23,10230.290039,10361.25,10216.230469,10271.719727,10271.719727,339180000.0,0.441299433031217,Dow Jones Industrial
2000-10-23,1045.369995,1045.369995,1045.369995,1045.369995,1045.369995,0.0,0.6877103471814472,Euronext100
2000-10-23,15038.25,15161.030272999998,14864.830078,15102.360352000002,15102.360352000002,0.0,0.38439271915182704,Hang Seng
2000-10-23,15197.929688,15224.80957,15035.240234,15097.959961000002,15097.959961000002,0.0,-0.6630192449661121,Nikkei 225
2000-10-24,10273.570313,10439.30957,10273.570313,10393.070313,10393.070313,274990000.0,1.181404762057725,Dow Jones Industrial
2000-10-24,1066.640015,1066.640015,1066.640015,1066.640015,1066.640015,0.0,2.034688206255608,Euronext100
2000-10-24,15125.830078,15209.339844,14885.650391,14925.929688,14925.929688,0.0,-1.168232381480927,Hang Seng
2000-10-24,15100.080078,15229.459961000002,15066.599609,15148.19043,15148.19043,0.0,0.3326970605946,Nikkei 225
2000-10-25,10395.660156,10461.969727,10306.589844,10326.480469,10326.480469,312490000.0,-0.6407138794847445,Dow Jones Industrial
