0,1,2,3,4,5
10550.009766,10550.55957,10433.070313,10512.780273,10512.780273,-0.3639348028891209
10504.129883,10504.129883,10374.950195,10401.30957,10401.30957,-1.06033513595154
10399.030273,10472.719727,10376.049805,10458.740234,10458.740234,0.5521483964446627
10456.179688,10479.639648,10267.969727,10293.5,10293.5,-1.5799248313178915
10291.150391,10312.19043,10205.55957,10298.55957,10298.55957,0.0491530577548804
10296.889648,10433.459961,10197.320313,10416.25,10416.25,1.1427853497379958
10411.900391,10445.799805,10367.05957,10415.910156,10415.910156,-0.0032626329053209
10416.950195,10478.80957,10386.919922,10412.169922,10412.169922,-0.0359088542814078
10407.049805,10469.740234,10340.759766,10345.950195,10345.950195,-0.6359839255032029
10342.099609,10395.209961,10271.570313,10392.519531,10392.519531,0.4501214013431731
10385.459961,10385.459961,10180.929688,10240.780273,10240.780273,-1.4600815283278945
10239.330078,10320.070313,10210.480469,10320.070313,10320.070313,0.774257799564837
10320.070313,10378.75,10156.019531,10174.139648,10174.139648,-1.4140471971026525
10170.299805,10305.129883,10134.5,10276.900391,10276.900391,1.010018994777595
10276.410156,10286.790039,10213.519531,10229.150391,10229.150391,-0.4646342591956731
10232.480469,10440.679688,10223.759766,10423.169922,10423.169922,1.8967316305243287
10422.759766,10441.370117,10382.349609,10382.349609,10382.349609,-0.3916305049756485
10382.55957,10382.830078,10214.339844,10222.030273,10222.030273,-1.544152740349125
10224.450195,10267.700195,10075.610352,10090.900391,10090.900391,-1.2828164121794994
10077.070313,10117.540039,9869.139648,9919.580078,9919.580078,-1.6977703313055923
9918.959961,10036.94043,9887.200195,9949.75,9949.75,0.3041451529476546
9946.980469,10182.379883,9894.879883,9997.490234,9997.490234,0.4798134023467959
9998.120117,10066.69043,9885.879883,10033.269531,10033.269531,0.3578827902058767
10028.349609,10028.349609,9826.089844,9840.839844,9840.839844,-1.917916053241131
9841.25,9842.080078,9558.389648,9605.849609,9605.849609,-2.387908336332434
9603.360352,9671.799805,9493.549805,9605.509766,9605.509766,-0.0035378755012249
9580.320313,9580.320313,8883.400391,8920.700195,8920.700195,-7.129341260200217
8922.700195,9022.05957,8861.049805,8903.400391,8903.400391,-0.1939287681666179
8903.540039,8945.469727,8480.209961,8759.129883,8759.129883,-1.6203978442420164
8748.610352,8748.820313,8375.719727,8376.209961,8376.209961,-4.37166621701982
8356.55957,8438.410156,8062.339844,8235.80957,8235.80957,-1.6761804163662464
8605.589844,8695.540039,8506.360352,8659.969727,8659.969727,0.6521418607980722
8660.05957,8718.160156,8527.049805,8567.389648,8567.389648,-1.0690577671576995
8567.459961,8681.419922,8471.969727,8681.419922,8681.419922,1.330980364907508
8679.070313,8856.549805,8679.0,8847.55957,8847.55957,1.913738184452729
8946.019531,9148.349609,8860.839844,9123.780273,9123.780273,1.9349610698125908
9127.240234,9187.370117,9045.379883,9060.879883,9060.879883,-0.6894114952125885
9058.830078,9131.740234,8951.070313,9119.769531,9119.769531,0.6499329950338417
9066.55957,9086.969727,9004.139648,9052.44043,9052.44043,-0.1709318683735583
9052.299805,9252.900391,9000.139648,9240.860352,9240.860352,2.0814268092344657
9242.629883,9432.040039,9242.629883,9410.450195,9410.450195,1.8352170310992344
9409.070313,9409.070313,9193.730469,9344.160156,9344.160156,-0.7044300498526779
9340.839844,9352.049805,9238.780273,9347.620117,9347.620117,0.0370280575486381
9346.30957,9411.139648,9298.700195,9384.230469,9384.230469,0.3916542557545588
9389.759766,9489.330078,9226.950195,9232.969727,9232.969727,-1.6118609032427011
9230.75,9233.94043,9134.299805,9163.219727,9163.219727,-0.7554449116845885
9162.80957,9218.019531,9080.80957,9204.110352,9204.110352,0.4462473477473638
9203.910156,9392.80957,9167.450195,9377.030273,9377.030273,1.8787249868470468
9379.169922,9439.209961,9300.370117,9340.080078,9340.080078,-0.3940500768819466
9341.400391,9388.860352,9278.700195,9345.620117,9345.620117,0.0593146841754377
9342.290039,9462.900391,9177.889648,9462.900391,9462.900391,1.2549223329403558
9462.280273,9598.169922,9423.320313,9545.169922,9545.169922,0.8693902249911067
9543.370117,9543.370117,9269.5,9269.5,9269.5,-2.8880567266238666
9264.519531,9264.519531,9065.589844,9121.980469,9121.980469,-1.5914507902260122
9123.639648,9223.070313,9064.410156,9075.139648,9075.139648,-0.5134939847676989
9087.450195,9284.450195,9014.459961,9263.900391,9263.900391,2.079976180218868
9264.519531,9343.820313,9209.650391,9323.540039,9323.540039,0.6437855059186592
9326.589844,9476.450195,9326.169922,9441.030273,9441.030273,1.2601461838372965
9437.089844,9600.599609,9386.509766,9591.120117,9591.120117,1.589761283037472
9584.679688,9644.120117,9522.410156,9554.370117,9554.370117,-0.383166924735534
9558.389648,9721.75,9558.389648,9587.519531,9587.519531,0.3469555145348302
9586.959961,9630.410156,9519.769531,9608.0,9608.0,0.2136159298948836
9606.129883,9606.129883,9408.580078,9554.370117,9554.370117,-0.5581794650291405
9551.429688,9755.780273,9551.429688,9750.950195,9750.950195,2.057488621361081
9751.129883,9859.379883,9741.410156,9823.610352,9823.610352,0.7451597592741166
9824.650391,9903.040039,9808.25,9872.389648,9872.389648,0.496551616484564
9871.509766,9908.790039,9792.469727,9866.990234,9866.990234,-0.0546920673972106
9870.450195,9976.459961,9870.450195,9976.459961,9976.459961,1.1094540929288188
9968.639648,9976.730469,9893.490234,9901.379883,9901.379883,-0.752572338219204
9894.19043,9894.19043,9796.410156,9834.679688,9834.679688,-0.6736454493026733
9961.580078,9992.790039,9903.80957,9982.75,9982.75,0.2313324292596785
9980.330078,9992.719727,9831.150391,9872.599609,9872.599609,-1.1034072875710563
9867.05957,9867.200195,9706.610352,9711.860352,9711.860352,-1.6281350745093404
9710.339844,9829.419922,9691.389648,9829.419922,9829.419922,1.21047426279961
9828.799805,9891.580078,9802.910156,9851.55957,9851.55957,0.225238601826816
9848.929688,9848.929688,9703.900391,9763.959961,9763.959961,-0.8891953439205458
9765.549805,9893.839844,9743.049805,9893.839844,9893.839844,1.3301968004659548
9891.349609,10142.320313,9891.349609,10114.290039,10114.290039,2.2281560898086417
10113.530273,10169.44043,10079.769531,10099.139648,10099.139648,-0.1497919373636747
10099.139648,10099.209961,10002.410156,10049.459961,10049.459961,-0.4919199925098372
10047.040039,10075.610352,9921.450195,9921.450195,9921.450195,-1.2737974627172188
9925.599609,10015.900391,9866.849609,9888.370117,9888.370117,-0.3334197859166776
9887.269531,9919.719727,9806.099609,9894.80957,9894.80957,0.065121480322916
9889.129883,9889.200195,9745.070313,9766.450195,9766.450195,-1.2972394677424837
9764.719727,9848.450195,9736.419922,9811.150391,9811.150391,0.457691332137089
9809.419922,9930.929688,9798.839844,9891.969727,9891.969727,0.823749843587529
9893.219727,10015.339844,9892.589844,9998.389648,9998.389648,1.075821337276528
9994.589844,10088.339844,9919.790039,10070.490234,10070.490234,0.7211219860232543
10064.129883,10076.030273,9985.179688,9985.179688,9985.179688,-0.8471339926627852
9986.839844,10069.5,9986.839844,10035.339844,10035.339844,0.5023460525230394
10088.709961,10147.230469,10080.870117,10131.30957,10131.30957,0.4279274822346135
10133.94043,10184.450195,10109.860352,10136.990234,10136.990234,0.0560703822220842
10176.839844,10283.669922,10174.839844,10259.740234,10259.740234,0.8611815117699928
10261.330078,10300.150391,10188.120117,10197.049805,10197.049805,-0.6110332968494503
10195.759766,10211.230469,10121.349609,10150.549805,10150.549805,-0.4560142481328189
10153.179688,10270.879883,10069.450195,10094.089844,10094.089844,-0.5562256437793067
10092.5,10101.769531,10032.230469,10067.860352,10067.860352,-0.2598499954465039
10069.519531,10098.379883,9985.25,9987.530273,9987.530273,-0.7978863054456387
9892.730469,9986.209961,9865.610352,9924.150391,9924.150391,0.3308975784882317
9916.540039,9916.540039,9711.099609,9712.269531,9712.269531,-2.1350025105640213
9712.209961,9857.790039,9712.209961,9850.040039,9850.040039,1.4185202290799117
9830.94043,9830.94043,9738.429688,9771.849609,9771.849609,-0.7938082453514239
9772.339844,9842.839844,9696.570313,9713.799805,9713.799805,-0.5940513446557327
9710.959961,9773.370117,9680.509766,9730.959961,9730.959961,0.1766575011270754
9734.209961,9856.969727,9734.209961,9796.070313,9796.070313,0.6691051269448245
9793.230469,9897.849609,9755.110352,9840.080078,9840.080078,0.449259382526046
9843.049805,9894.530273,9798.55957,9865.75,9865.75,0.2608710680860326
9865.540039,9908.160156,9616.650391,9618.240234,9618.240234,-2.5087780047132635
9619.139648,9775.589844,9529.459961,9762.860352,9762.860352,1.503602680756244
9763.200195,9922.490234,9763.200195,9920.0,9920.0,1.6095656634872224
9923.040039,9943.94043,9860.69043,9907.259766,9907.259766,-0.1284297782258137
9905.459961,9905.459961,9677.540039,9687.089844,9687.089844,-2.222308965346642
9684.740234,9773.719727,9603.990234,9685.429688,9685.429688,-0.0171378197862837
9682.040039,9733.099609,9608.209961,9653.389648,9653.389648,-0.3308065933274706
9650.969727,9743.049805,9624.120117,9625.44043,9625.44043,-0.2895275029718758
9627.650391,9745.55957,9580.320313,9744.240234,9744.240234,1.2342272009676858
10000.830078,10007.459961,9893.769531,9903.040039,9903.040039,-0.989305055144296
9899.240234,9899.379883,9734.900391,9745.139648,9745.139648,-1.5944638250290688
9742.370117,9956.049805,9734.209961,9941.169922,9941.169922,2.0115696755585333
9933.55957,10029.94043,9831.980469,9834.679688,9834.679688,-1.071204242916457
9834.889648,10002.540039,9796.139648,9968.150391,9968.150391,1.3571433664774757
9969.75,10172.620117,9966.360352,10145.709961,10145.709961,1.7812689720283048
10145.860352,10186.879883,10033.75,10115.259766,10115.259766,-0.300128774793007
10117.650391,10255.240234,10058.660156,10127.580078,10127.580078,0.1217992645271781
10130.280273,10238.700195,10104.879883,10106.129883,10106.129883,-0.2117998064177007
10111.040039,10374.879883,10111.040039,10368.860352,10368.860352,2.599713956199512
10368.099609,10600.099609,10366.780273,10586.820313,10586.820313,2.102062845874464
10591.379883,10596.089844,10425.049805,10433.410156,10433.410156,-1.4490673541669663
10431.959961,10601.509766,10425.799805,10574.290039,10574.290039,1.3502764761815111
10578.099609,10606.879883,10468.639648,10525.370117,10525.370117,-0.4626307943093377
10531.669922,10663.830078,10531.669922,10572.490234,10572.490234,0.4476813306915961
10570.070313,10647.089844,10526.0,10611.240234,10611.240234,0.3665172456285059
10604.320313,10639.679688,10510.910156,10632.349609,10632.349609,0.1989340975653508
10620.169922,10620.169922,10474.169922,10501.849609,10501.849609,-1.227386276778697
10501.290039,10551.110352,10474.719727,10517.139648,10517.139648,0.145593772233199
10516.450195,10607.230469,10511.469727,10607.230469,10607.230469,0.8566095346763891
10608.540039,10661.05957,10525.030273,10577.75,10577.75,-0.27792805187139
10578.379883,10673.099609,10577.480469,10635.25,10635.25,0.5435938644796856
10626.849609,10626.980469,10496.040039,10501.570313,10501.570313,-1.2569491737382754
10477.700195,10491.19043,10386.360352,10427.669922,10427.669922,-0.4978122068331925
10428.429688,10449.259766,10280.769531,10281.669922,10281.669922,-1.4001210346328063
10280.509766,10432.860352,10276.759766,10353.360352,10353.360352,0.697264457465252
10351.280273,10453.900391,10337.860352,10426.910156,10426.910156,0.7103954803021173
10429.679688,10502.610352,10403.730469,10403.94043,10403.94043,-0.2202927392328413
10352.459961,10352.459961,10264.860352,10313.709961,10313.709961,-0.4727554891883923
10311.80957,10339.860352,10139.480469,10198.290039,10198.290039,-1.119092183476622
10199.540039,10261.879883,10157.259766,10235.169922,10235.169922,0.3616281048976377
10258.910156,10258.910156,10120.870117,10249.080078,10249.080078,-0.2196296869155789
10249.839844,10304.990234,10201.129883,10208.669922,10208.669922,-0.3942808104967721
10210.400391,10394.669922,10210.400391,10381.730469,10381.730469,1.695231095943761
10378.889648,10378.889648,10154.280273,10176.080078,10176.080078,-1.9808874022888
10178.570313,10237.94043,10138.650391,10190.820313,10190.820313,0.1448517984038444
10189.570313,10225.759766,10070.490234,10093.669922,10093.669922,-0.953312765961245
10100.379883,10308.169922,10100.110352,10301.320313,10301.320313,2.0572338168836746
10299.660156,10326.44043,10188.259766,10220.780273,10220.780273,-0.7818419149471567
10219.469727,10258.839844,10057.0,10205.280273,10205.280273,-0.1516518268272149
10212.69043,10270.879883,10212.69043,10257.110352,10257.110352,0.5078751157587158
10256.0,10256.0,10109.240234,10136.429688,10136.429688,-1.1765561630763588
10137.200195,10177.129883,10069.459961,10089.240234,10089.240234,-0.4655431493385098
10090.070313,10163.419922,10027.660156,10030.429688,10030.429688,-0.5829036145042266
10028.700195,10039.55957,9926.570313,10035.05957,10035.05957,0.0461583615459559
10037.419922,10082.669922,9910.719727,9910.719727,9910.719727,-1.2390543586977445
9818.900391,10006.280273,9818.900391,9946.219727,9946.219727,1.2866729243319108
10057.620117,10117.540039,10040.120117,10091.870117,10091.870117,0.3204912543997684
9810.530273,9919.030273,9810.530273,9836.549805,9836.549805,0.2906775042377241
9847.959961,10148.94043,9847.959961,10141.830078,10141.830078,3.1035299881755574
10137.959961,10144.740234,10016.730469,10037.419922,10037.419922,-1.0295001513236923
10040.25,10062.049805,9922.349609,9939.919922,9939.919922,-0.9713651591511052
9938.820313,10110.969727,9920.200195,10109.660156,10109.660156,1.7076619865348697
10119.339844,10304.44043,10119.339844,10298.139648,10298.139648,1.8643504241647515
10288.55957,10349.070313,10223.69043,10243.679688,10243.679688,-0.5288329917974677
10242.110352,10318.830078,10230.679688,10289.209961,10289.209961,0.444471853735684
10291.049805,10353.429688,10256.719727,10353.080078,10353.080078,0.6207485049104067
10229.080078,10292.950195,10086.549805,10105.709961,10105.709961,-1.21012795346791
10098.580078,10157.879883,10063.5,10157.879883,10157.879883,0.5162420275402146
